,NumDots,UrlLength,NumDash,AtSymbol,IpAddress,HttpsInHostname,PathLevel,PathLength,NumNumericChars,Phising
56,2,59,1,0,0,0,5,25,0,1.0
57,2,129,2,0,0,0,7,51,1,1.0
58,3,34,1,0,0,0,2,5,0,1.0
59,8,184,2,0,0,0,2,34,26,1.0
60,8,184,2,0,0,0,2,34,33,1.0
61,2,135,2,0,0,0,7,51,1,1.0
62,2,133,2,0,0,0,7,51,1,1.0
63,4,52,0,0,0,0,3,28,0,1.0
64,4,58,0,0,0,0,1,15,4,1.0
65,5,120,1,0,0,0,5,90,22,1.0
66,3,48,1,0,0,0,3,25,0,1.0
67,4,58,1,0,0,0,3,35,0,1.0
68,1,32,0,0,0,0,3,17,0,1.0
69,2,37,0,0,0,0,3,8,0,1.0
70,2,63,0,0,0,0,2,5,4,1.0
71,5,120,1,0,0,0,5,90,20,1.0
72,2,52,0,0,0,0,2,20,1,1.0
73,5,58,0,0,1,0,4,36,12,1.0
74,2,51,0,0,0,0,3,26,0,1.0
75,1,73,0,0,0,0,6,52,3,1.0
76,3,57,0,0,0,0,4,35,0,1.0
77,2,32,0,0,0,0,3,8,0,1.0
78,2,52,0,0,0,0,4,24,0,1.0
79,1,47,1,0,0,0,2,9,0,1.0
80,1,59,1,0,0,0,3,38,18,1.0
81,5,135,1,0,0,0,7,77,0,1.0
82,2,34,1,0,0,0,2,9,0,1.0
83,1,153,0,0,0,0,10,131,47,1.0
84,2,51,1,0,0,0,2,27,0,1.0
85,5,120,1,0,0,0,5,90,17,1.0
86,3,67,1,0,0,0,5,44,0,1.0
87,2,41,0,0,0,0,2,16,0,1.0
88,2,40,0,0,0,0,2,15,0,1.0
89,1,39,1,0,0,0,2,9,0,1.0
90,3,58,1,0,0,0,2,23,0,1.0
91,2,46,1,0,0,0,4,25,0,1.0
92,4,48,0,0,0,0,2,16,0,1.0
93,2,139,0,0,0,0,5,60,43,1.0
94,1,79,1,0,0,0,4,59,32,1.0
95,1,79,1,0,0,0,4,59,30,1.0
96,3,53,0,0,0,0,3,17,0,1.0
97,2,53,0,0,0,0,5,36,0,1.0
98,3,70,0,0,0,0,5,37,0,1.0
99,3,49,0,0,0,0,2,14,0,1.0
100,12,149,2,0,0,0,6,58,18,1.0
101,4,152,2,0,0,0,5,39,4,1.0
102,3,82,0,0,0,0,4,36,4,1.0
103,2,39,0,0,0,0,2,22,0,1.0
104,1,39,0,0,0,0,3,9,2,1.0
105,1,50,1,0,0,0,4,20,0,1.0
106,5,79,0,0,0,0,5,42,0,1.0
107,1,25,0,0,0,0,2,5,0,1.0
108,3,212,0,0,0,0,3,33,48,1.0
109,3,57,0,0,0,0,3,33,0,1.0
110,3,47,0,0,0,0,3,22,0,1.0
111,1,52,0,0,0,0,2,36,23,1.0
112,2,40,0,0,0,0,3,17,0,1.0
113,1,37,0,0,0,0,3,14,0,1.0
114,2,37,0,0,0,0,2,15,0,1.0
115,3,64,2,0,0,0,2,20,0,1.0
116,2,42,0,0,0,0,3,22,0,1.0
117,2,43,0,0,0,0,3,23,0,1.0
118,2,42,0,0,0,0,3,22,0,1.0
119,2,49,0,0,0,0,3,29,2,1.0
120,3,64,0,0,0,0,5,36,1,1.0
121,2,68,0,0,0,0,4,38,0,1.0
122,2,48,2,0,0,0,4,24,0,1.0
123,2,49,2,0,0,0,4,25,0,1.0
124,1,38,2,0,0,0,4,14,0,1.0
125,4,89,2,0,1,0,4,34,21,1.0
126,2,79,0,0,0,0,5,53,20,1.0
127,4,90,2,0,1,0,4,34,22,1.0
128,4,89,2,0,1,0,4,34,21,1.0
129,2,50,1,0,0,0,8,31,2,1.0
130,3,54,1,0,0,0,3,25,0,1.0
131,6,149,3,0,0,0,3,56,1,1.0
132,2,50,1,0,0,0,8,31,2,1.0
133,2,50,1,0,0,0,8,31,2,1.0
134,2,37,0,0,0,0,3,15,1,1.0
135,4,62,1,0,0,0,5,39,0,1.0
136,1,29,0,0,0,0,2,5,0,1.0
137,2,172,1,0,0,0,3,52,25,1.0
138,2,164,1,0,0,0,3,52,25,1.0
139,2,44,0,0,0,0,3,18,0,1.0
140,6,142,3,0,0,0,8,120,24,1.0
141,4,191,2,0,0,0,5,69,22,1.0
142,4,191,2,0,0,0,5,69,26,1.0
143,4,191,2,0,0,0,5,69,21,1.0
144,1,59,0,0,0,0,4,40,22,1.0
145,3,56,0,0,0,0,3,28,0,1.0
146,2,58,0,0,0,0,5,31,0,1.0
147,4,53,0,0,0,0,2,24,0,1.0
148,2,33,0,0,0,0,2,14,0,1.0
149,2,33,0,0,0,0,2,17,0,1.0
150,2,55,1,0,0,0,2,11,0,1.0
151,3,51,1,0,0,0,1,21,0,1.0
152,1,41,0,0,0,0,5,19,0,1.0
153,1,35,0,0,0,0,3,11,0,1.0
154,2,36,0,0,0,0,2,19,0,1.0
155,3,65,0,0,0,0,3,38,0,1.0
156,3,187,2,0,0,0,5,69,23,1.0
157,3,69,0,0,0,0,4,36,0,1.0
158,5,83,0,0,0,0,4,27,12,1.0
159,3,49,0,0,0,0,2,33,0,1.0
160,2,48,0,0,0,0,3,26,0,1.0
161,2,56,1,0,0,0,2,11,0,1.0
162,2,42,0,0,0,0,3,22,0,1.0
163,5,74,1,0,0,0,2,4,7,1.0
164,5,86,1,0,0,0,2,4,4,1.0
165,8,111,2,0,0,0,2,4,10,1.0
166,8,123,1,0,0,0,2,4,13,1.0
167,5,95,1,0,0,0,2,4,8,1.0
168,4,55,0,0,0,0,3,17,0,1.0
169,2,52,0,0,0,0,3,12,1,1.0
170,2,37,0,0,0,0,2,16,0,1.0
171,3,84,1,0,0,0,5,52,1,1.0
172,3,53,0,0,0,0,4,28,0,1.0
173,2,92,1,0,0,0,2,19,5,1.0
174,2,28,0,0,0,0,2,3,0,1.0
175,2,39,0,0,0,0,3,23,0,1.0
176,2,48,1,0,0,0,4,31,0,1.0
177,2,37,0,0,0,0,1,9,0,1.0
178,2,39,0,0,0,0,2,14,0,1.0
179,3,35,0,0,0,0,2,13,2,1.0
180,1,37,0,0,0,0,3,14,0,1.0
181,2,45,0,0,0,0,3,23,0,1.0
182,3,47,0,0,0,0,2,23,0,1.0
183,3,60,2,0,0,0,4,32,0,1.0
184,2,35,0,0,0,0,3,13,0,1.0
185,4,97,2,0,1,0,4,45,18,1.0
186,4,98,2,0,1,0,4,45,19,1.0
187,3,44,1,0,0,0,2,20,0,1.0
188,3,61,0,0,0,0,4,30,2,1.0
189,1,52,0,0,0,0,4,21,0,1.0
190,4,50,0,0,0,0,1,15,0,1.0
191,4,100,2,0,1,0,4,45,21,1.0
192,4,99,2,0,1,0,4,45,20,1.0
193,1,36,0,0,0,0,3,11,0,1.0
194,3,60,1,0,0,0,5,39,0,1.0
195,4,73,1,0,0,0,6,43,3,1.0
196,1,64,1,0,0,0,6,36,0,1.0
197,1,38,1,0,0,0,4,21,0,1.0
198,1,72,0,0,0,0,3,39,21,1.0
199,4,104,11,0,0,0,1,78,14,1.0
200,3,60,1,0,0,0,5,29,0,1.0
201,4,83,0,0,0,0,7,58,10,1.0
202,1,42,0,0,0,0,5,15,0,1.0
203,3,50,0,0,0,0,4,22,0,1.0
204,4,59,0,0,0,0,2,19,2,1.0
205,1,35,0,0,0,0,3,12,0,1.0
206,2,45,0,0,0,0,3,18,0,1.0
207,2,38,0,0,0,0,2,15,0,1.0
208,2,54,1,0,0,0,4,20,0,1.0
209,1,47,2,0,0,0,3,20,0,1.0
210,1,38,0,0,0,0,3,10,0,1.0
211,4,71,1,0,0,0,3,34,1,1.0
212,1,38,0,0,0,0,3,16,0,1.0
213,3,61,0,0,0,0,3,21,1,1.0
214,1,33,0,0,0,0,3,11,0,1.0
215,1,36,0,0,0,0,3,14,0,1.0
216,3,62,0,0,0,0,5,38,0,1.0
217,1,33,1,0,0,0,2,4,1,1.0
218,2,69,1,0,0,0,7,52,6,1.0
219,2,50,0,0,0,0,5,20,0,1.0
220,3,126,0,0,0,0,4,35,41,1.0
221,3,63,1,0,0,0,4,29,0,1.0
222,3,68,1,0,0,0,6,44,0,1.0
223,1,34,0,0,0,0,2,10,1,1.0
224,3,30,0,0,0,0,1,10,0,1.0
225,1,53,0,0,0,0,6,39,2,1.0
226,5,72,4,0,0,0,2,18,13,1.0
227,2,57,1,0,0,0,4,34,4,1.0
228,2,97,1,0,0,0,2,19,2,1.0
229,2,45,0,0,0,0,2,19,0,1.0
230,2,57,1,0,0,0,5,25,0,1.0
231,3,61,0,0,0,0,4,34,0,1.0
232,2,54,0,0,0,0,2,30,4,1.0
233,2,40,0,0,0,0,2,5,0,1.0
234,2,127,1,0,0,0,2,19,7,1.0
235,2,132,1,0,0,0,2,19,4,1.0
236,3,66,1,0,0,0,4,43,0,1.0
237,2,40,0,0,0,0,2,19,3,1.0
238,4,53,0,0,0,0,2,14,0,1.0
239,2,41,0,0,0,0,3,21,0,1.0
240,2,144,1,0,0,0,2,22,4,1.0
241,2,100,1,0,0,0,2,22,2,1.0
242,2,136,1,0,0,0,2,22,4,1.0
243,5,53,1,0,0,0,2,28,0,1.0
244,4,57,1,0,0,0,2,17,1,1.0
245,4,46,1,0,0,0,2,30,0,1.0
246,2,133,1,0,0,0,2,19,4,1.0
247,2,73,1,0,0,0,4,53,19,1.0
248,1,29,0,0,0,0,2,5,0,1.0
249,1,28,0,0,0,0,2,4,0,1.0
250,2,62,1,0,0,0,5,36,0,1.0
251,2,128,1,0,0,0,2,19,7,1.0
252,2,51,0,0,0,0,3,29,8,1.0
253,2,146,1,0,0,0,3,54,25,1.0
254,4,80,0,0,0,0,4,40,0,1.0
255,2,29,0,0,0,0,2,6,0,1.0
256,2,62,1,0,0,0,4,33,0,1.0
257,2,49,0,0,0,0,3,29,0,1.0
258,5,60,1,0,0,0,2,28,0,1.0
259,2,58,1,0,0,0,5,38,6,1.0
260,2,30,0,0,0,0,0,1,3,1.0
261,2,60,0,0,0,0,4,37,0,1.0
262,2,39,0,0,0,0,2,15,0,1.0
263,2,57,0,0,0,0,4,34,0,1.0
264,2,39,0,0,0,0,2,15,0,1.0
265,2,38,0,0,0,0,2,14,0,1.0
266,2,54,1,0,0,0,6,31,0,1.0
267,2,48,1,0,0,0,4,22,0,1.0
268,3,72,1,0,0,0,5,46,0,1.0
269,3,76,2,0,0,0,6,52,1,1.0
270,4,71,5,0,0,0,4,29,9,1.0
271,2,34,0,0,0,0,2,16,0,1.0
272,4,76,0,0,0,0,5,44,0,1.0
273,3,211,0,0,0,0,3,33,48,1.0
274,1,26,0,0,0,0,3,7,0,1.0
275,3,63,1,0,0,0,5,25,0,1.0
276,3,76,1,0,0,0,3,27,0,1.0
277,3,60,1,0,0,0,4,33,0,1.0
278,1,32,0,0,0,0,1,4,0,1.0
279,4,101,2,0,1,0,4,47,20,1.0
280,2,39,0,0,0,0,2,11,0,1.0
281,1,62,1,0,0,0,5,37,0,1.0
282,3,58,1,0,0,0,6,31,0,1.0
283,3,64,3,0,0,0,3,44,0,1.0
284,2,51,0,0,0,0,4,32,1,1.0
285,2,37,0,0,0,0,3,16,4,1.0
286,3,73,1,0,0,0,5,49,0,1.0
287,4,64,4,0,0,0,3,24,0,1.0
288,4,69,2,0,0,0,4,41,0,1.0
289,2,46,0,0,0,0,2,16,0,1.0
290,3,91,0,0,0,0,3,25,22,1.0
291,5,61,0,0,0,0,4,38,0,1.0
292,1,60,0,0,0,0,3,46,23,1.0
293,1,60,0,0,0,0,3,46,16,1.0
294,1,59,0,0,0,0,4,40,17,1.0
295,4,86,2,0,0,0,6,62,1,1.0
296,4,78,0,0,0,0,4,49,0,1.0
297,2,68,1,0,0,0,4,37,0,1.0
298,2,58,0,0,0,0,5,41,1,1.0
299,3,54,1,0,0,0,8,31,2,1.0
300,3,54,1,0,0,0,8,31,2,1.0
301,3,54,1,0,0,0,8,31,2,1.0
302,3,54,1,0,0,0,8,31,2,1.0
303,3,54,1,0,0,0,8,31,2,1.0
304,3,54,1,0,0,0,8,31,2,1.0
305,3,54,1,0,0,0,8,31,2,1.0
306,3,54,1,0,0,0,8,31,2,1.0
307,3,54,1,0,0,0,8,31,2,1.0
308,3,54,1,0,0,0,8,31,2,1.0
309,3,54,1,0,0,0,8,31,2,1.0
310,3,54,1,0,0,0,8,31,2,1.0
311,3,54,1,0,0,0,8,31,2,1.0
312,3,54,1,0,0,0,8,31,2,1.0
313,3,54,1,0,0,0,8,31,2,1.0
314,3,54,1,0,0,0,8,31,2,1.0
315,3,54,1,0,0,0,8,31,2,1.0
316,1,44,1,0,0,0,2,14,0,1.0
317,2,58,0,0,0,0,2,34,23,1.0
318,2,58,0,0,0,0,2,34,22,1.0
319,3,44,0,0,0,0,2,10,0,1.0
320,2,52,0,0,0,0,5,28,0,1.0
321,3,52,0,0,0,0,5,28,0,1.0
322,1,111,1,0,0,0,7,78,20,1.0
323,1,29,0,0,0,0,3,15,2,1.0
324,4,88,2,0,1,0,4,34,20,1.0
325,1,33,0,0,0,0,3,8,0,1.0
326,4,182,2,0,0,0,5,69,26,1.0
327,4,94,1,0,0,0,5,69,17,1.0
328,3,90,1,0,0,0,5,69,22,1.0
329,4,182,2,0,0,0,5,69,28,1.0
330,3,45,0,0,0,0,2,17,0,1.0
331,2,53,0,0,0,0,3,24,4,1.0
332,3,57,1,0,0,0,5,29,0,1.0
333,3,44,0,0,0,0,3,27,0,1.0
334,3,57,2,0,0,0,3,37,0,1.0
335,2,30,0,0,0,0,2,13,0,1.0
336,3,82,0,0,0,0,5,47,4,1.0
337,4,59,0,0,1,0,5,39,10,1.0
338,3,65,0,0,0,0,5,39,0,1.0
339,3,70,1,0,0,0,5,39,0,1.0
340,4,38,0,0,1,0,3,19,9,1.0
341,3,216,0,0,0,0,5,46,31,1.0
342,2,36,0,0,0,0,2,16,1,1.0
343,2,54,1,0,0,0,2,24,0,1.0
344,3,46,0,0,0,0,3,24,1,1.0
345,3,57,0,0,0,0,5,39,0,1.0
346,4,45,0,0,0,0,2,16,0,1.0
347,4,94,1,0,0,0,2,65,5,1.0
348,3,67,1,0,0,0,5,35,0,1.0
349,3,51,1,0,0,0,4,24,1,1.0
350,3,41,0,0,0,0,2,17,0,1.0
351,1,38,0,0,0,0,2,8,0,1.0
352,2,39,0,0,0,0,3,25,2,1.0
353,2,34,0,0,0,0,3,20,0,1.0
354,1,37,0,0,0,0,2,13,0,1.0
355,2,40,0,0,0,0,0,1,2,1.0
356,1,39,0,0,0,0,2,10,4,1.0
357,2,32,0,0,0,0,0,1,2,1.0
358,2,34,0,0,0,0,2,17,0,1.0
359,3,102,0,0,0,0,5,66,4,1.0
360,3,44,0,0,0,0,2,22,0,1.0
361,3,30,0,0,0,0,2,5,0,1.0
362,2,32,0,0,0,0,2,17,0,1.0
363,1,32,0,0,0,0,3,10,2,1.0
364,2,32,0,0,0,0,1,11,0,1.0
365,2,41,0,0,0,0,2,18,0,1.0
366,3,48,1,0,0,0,3,21,0,1.0
367,1,40,0,0,0,0,2,8,1,1.0
368,3,46,0,0,0,0,2,17,0,1.0
369,4,40,0,0,0,0,2,15,0,1.0
370,2,40,0,0,0,0,3,11,0,1.0
371,1,170,1,0,0,0,11,137,39,1.0
372,3,47,0,0,0,0,4,27,0,1.0
373,2,55,1,0,0,0,3,24,0,1.0
374,3,58,1,0,0,0,3,31,0,1.0
375,3,69,0,0,0,0,3,23,0,1.0
376,3,51,0,0,0,0,2,18,0,1.0
377,5,60,0,0,0,0,4,38,0,1.0
378,2,37,1,0,0,0,2,13,0,1.0
379,5,72,0,0,0,0,3,41,0,1.0
380,1,60,0,0,0,0,3,46,23,1.0
381,3,65,1,0,0,0,4,39,0,1.0
382,5,88,0,0,0,0,4,38,0,1.0
383,5,56,0,0,0,0,4,38,0,1.0
384,1,47,0,0,0,0,3,24,0,1.0
385,2,57,0,0,0,0,4,35,12,1.0
386,4,67,2,0,0,0,4,39,0,1.0
387,2,38,0,0,0,0,2,18,0,1.0
388,7,91,0,0,0,0,6,65,0,1.0
389,14,242,0,0,0,0,3,20,74,1.0
390,2,39,0,0,0,0,2,17,0,1.0
391,1,42,0,0,0,0,4,19,0,1.0
392,1,39,0,0,0,0,1,5,0,1.0
393,1,40,0,0,0,0,2,6,0,1.0
394,2,62,2,0,0,0,6,40,0,1.0
395,2,44,0,0,0,0,3,27,4,1.0
396,4,68,2,0,0,0,4,40,0,1.0
397,2,51,0,0,0,0,5,20,0,1.0
398,2,47,1,0,0,0,3,25,0,1.0
399,3,46,0,0,0,0,1,24,0,1.0
400,2,72,2,0,0,0,6,45,0,1.0
401,2,47,0,0,0,0,4,18,4,1.0
402,4,42,0,0,0,0,2,10,1,1.0
403,1,79,1,0,0,0,4,59,29,1.0
404,2,73,1,0,0,0,4,53,13,1.0
405,3,66,1,0,0,0,5,44,6,1.0
406,2,73,1,0,0,0,4,53,16,1.0
407,3,53,1,0,0,0,3,25,0,1.0
408,1,56,1,0,0,0,4,24,0,1.0
409,2,69,1,0,0,0,5,37,0,1.0
410,3,68,0,0,0,0,6,42,0,1.0
411,1,35,1,0,0,0,2,4,7,1.0
412,3,51,3,0,0,0,1,18,0,1.0
413,2,75,2,0,0,0,6,48,0,1.0
414,2,79,2,0,0,0,6,52,0,1.0
415,4,57,1,0,0,0,3,30,0,1.0
416,14,240,0,0,0,0,3,21,74,1.0
417,2,49,1,0,0,0,2,32,3,1.0
418,2,44,1,0,0,0,3,24,0,1.0
419,1,69,0,0,0,0,4,48,17,1.0
420,2,40,0,0,0,0,3,21,0,1.0
421,1,60,0,0,0,0,3,46,13,1.0
422,1,60,0,0,0,0,3,46,26,1.0
423,1,44,0,0,0,0,4,17,2,1.0
424,3,39,0,0,0,0,3,18,1,1.0
425,3,44,0,0,1,0,4,25,9,1.0
426,1,36,0,0,0,0,4,17,9,1.0
427,4,43,0,0,1,0,3,22,9,1.0
428,4,46,0,0,1,0,3,22,9,1.0
429,1,34,0,0,0,0,3,17,4,1.0
430,2,47,0,0,0,0,2,16,0,1.0
431,3,48,1,0,0,0,3,24,0,1.0
432,1,33,0,0,0,0,3,9,0,1.0
433,2,55,0,0,0,0,3,23,1,1.0
434,1,79,1,0,0,0,4,59,22,1.0
435,2,83,1,0,0,0,4,59,29,1.0
436,2,89,1,0,0,0,4,69,29,1.0
437,2,58,0,0,0,0,2,34,19,1.0
438,4,40,0,0,0,0,2,16,0,1.0
439,2,56,0,0,0,0,5,40,0,1.0
440,3,33,0,0,0,0,2,6,0,1.0
441,7,129,1,0,0,0,2,13,2,1.0
442,3,28,0,0,0,0,2,5,0,1.0
443,6,59,0,0,0,0,2,20,0,1.0
444,1,38,0,0,0,0,3,13,0,1.0
445,2,47,0,0,0,0,3,22,0,1.0
446,1,38,1,0,0,0,3,16,0,1.0
447,2,54,0,0,0,0,4,29,0,1.0
448,3,60,0,0,0,0,3,29,10,1.0
449,1,170,1,0,0,0,11,137,39,1.0
450,3,61,0,0,0,0,4,35,12,1.0
451,2,56,0,0,0,0,3,23,0,1.0
452,2,44,0,0,0,0,3,25,0,1.0
453,1,74,0,0,0,0,6,45,0,1.0
454,2,34,0,0,0,0,1,14,2,1.0
455,1,79,1,0,0,0,4,59,29,1.0
456,1,79,1,0,0,0,4,59,29,1.0
457,3,48,1,0,0,0,2,22,0,1.0
458,2,52,0,0,0,0,4,29,0,1.0
459,2,43,0,0,0,0,3,26,0,1.0
460,2,58,0,0,0,0,3,26,1,1.0
461,3,47,0,0,1,0,4,28,9,1.0
462,2,46,0,0,0,0,3,24,0,1.0
463,4,101,2,0,1,0,4,47,31,1.0
464,4,101,2,0,1,0,4,47,31,1.0
465,2,35,0,0,0,0,2,9,1,1.0
466,2,44,0,0,0,0,1,14,0,1.0
467,3,61,0,0,0,0,5,30,0,1.0
468,1,79,1,0,0,0,4,59,31,1.0
469,2,89,0,0,0,0,6,57,0,1.0
470,1,79,1,0,0,0,4,59,26,1.0
471,4,98,2,0,1,0,4,47,28,1.0
472,4,55,1,0,0,0,3,28,0,1.0
473,3,39,0,0,0,0,2,17,0,1.0
474,4,103,2,0,1,0,4,47,33,1.0
475,2,43,0,0,0,0,4,22,0,1.0
476,3,45,0,0,0,0,3,18,3,1.0
477,3,48,0,0,0,0,3,27,4,1.0
478,2,43,0,0,0,0,1,13,0,1.0
479,2,32,0,0,0,0,3,12,0,1.0
480,2,41,0,0,0,0,1,11,0,1.0
481,3,81,1,0,0,0,5,52,0,1.0
482,1,170,1,0,0,0,11,137,41,1.0
483,1,78,0,0,0,0,5,51,24,1.0
484,4,53,0,0,0,0,4,27,0,1.0
485,1,26,0,0,0,0,1,6,0,1.0
486,4,118,0,0,1,0,3,22,49,1.0
487,2,55,0,0,0,0,4,24,0,1.0
488,1,78,0,0,0,0,5,51,19,1.0
489,1,78,0,0,0,0,5,51,17,1.0
490,1,53,1,0,0,0,4,25,0,1.0
491,3,44,0,0,1,0,5,25,9,1.0
492,2,46,0,0,0,0,3,12,6,1.0
493,3,53,0,0,0,0,2,26,0,1.0
494,2,116,1,0,0,0,4,43,1,1.0
495,2,73,1,0,0,0,4,53,18,1.0
496,4,44,0,0,0,0,2,14,0,1.0
497,4,48,1,0,0,0,2,20,0,1.0
498,1,25,0,0,0,0,2,6,0,1.0
499,1,78,0,0,0,0,5,51,19,1.0
500,1,55,0,0,0,0,4,25,0,1.0
501,2,61,0,0,0,0,4,30,0,1.0
502,2,63,0,0,0,0,4,32,0,1.0
503,4,199,0,0,1,0,3,22,48,1.0
504,4,53,0,0,1,0,5,34,9,1.0
505,3,49,0,0,0,0,4,26,9,1.0
506,1,24,0,0,0,0,3,10,3,1.0
507,2,56,0,0,0,0,3,23,0,1.0
508,3,75,1,0,0,0,6,47,0,1.0
509,1,19,0,0,0,0,2,4,0,1.0
510,2,44,0,0,0,0,2,17,0,1.0
511,2,40,0,0,0,0,2,20,0,1.0
512,4,95,1,0,0,0,6,65,11,1.0
513,3,46,0,0,0,0,3,15,0,1.0
514,1,69,0,0,0,0,4,48,19,1.0
515,2,51,0,0,0,0,3,26,0,1.0
516,3,162,2,0,0,0,5,38,4,1.0
517,2,44,0,0,0,0,3,22,0,1.0
518,4,55,0,0,1,0,3,22,9,1.0
519,1,33,0,0,0,0,2,5,0,1.0
520,3,44,0,0,0,0,3,17,0,1.0
521,4,49,0,0,0,0,3,23,0,1.0
522,3,55,0,0,0,0,3,29,8,1.0
523,1,47,1,0,0,0,4,29,0,1.0
524,3,71,0,0,0,0,7,38,0,1.0
525,2,78,0,0,0,0,7,38,0,1.0
526,1,79,1,0,0,0,4,59,31,1.0
527,1,79,1,0,0,0,4,59,24,1.0
528,2,51,1,0,0,0,3,20,0,1.0
529,2,45,0,0,0,0,4,28,0,1.0
530,3,57,0,0,0,0,5,29,0,1.0
531,2,47,0,0,0,0,3,24,0,1.0
532,3,49,0,0,0,0,4,28,0,1.0
533,3,85,1,0,0,0,7,62,0,1.0
534,3,61,1,0,0,0,3,26,0,1.0
535,2,73,1,0,0,0,4,53,21,1.0
536,2,51,2,0,0,0,3,20,0,1.0
537,1,79,1,0,0,0,4,59,29,1.0
538,1,79,1,0,0,0,4,59,28,1.0
539,1,79,1,0,0,0,4,59,32,1.0
540,1,79,1,0,0,0,4,59,33,1.0
541,1,79,1,0,0,0,4,59,31,1.0
542,3,64,0,0,0,0,3,24,0,1.0
543,3,82,1,0,0,0,4,62,17,1.0
544,3,56,0,0,0,0,3,22,6,1.0
545,2,80,0,0,0,0,8,60,0,1.0
546,4,87,1,0,0,0,5,33,11,1.0
547,3,78,0,0,0,0,4,38,0,1.0
548,4,103,2,0,1,0,4,47,33,1.0
549,4,100,2,0,1,0,4,47,30,1.0
550,4,101,2,0,1,0,4,47,31,1.0
551,3,48,0,0,0,0,4,24,0,1.0
552,4,119,3,0,0,0,4,23,7,1.0
553,3,36,0,0,0,0,1,9,0,1.0
554,5,57,1,0,0,0,4,27,0,1.0
555,5,35,0,0,0,0,1,9,1,1.0
556,3,36,0,0,0,0,1,9,0,1.0
557,4,67,0,0,1,0,4,47,21,1.0
558,4,102,2,0,1,0,4,47,32,1.0
559,4,43,0,0,0,0,1,9,0,1.0
560,3,82,0,0,0,0,6,57,9,1.0
561,2,55,0,0,0,0,3,33,0,1.0
562,4,205,0,0,1,0,3,22,67,1.0
563,2,53,0,0,0,0,5,35,0,1.0
564,5,91,1,0,0,0,4,29,12,1.0
565,3,38,0,0,0,0,2,17,0,1.0
566,5,87,1,0,0,0,6,54,0,1.0
567,2,139,0,0,0,0,5,60,37,1.0
568,13,165,2,0,0,0,6,58,18,1.0
569,3,43,0,0,0,0,1,17,0,1.0
570,4,101,2,0,1,0,4,47,20,1.0
571,3,81,0,0,0,0,5,46,1,1.0
572,3,82,4,0,0,0,3,12,9,1.0
573,5,68,1,0,1,0,2,17,24,1.0
574,5,66,1,0,1,0,2,17,22,1.0
575,5,68,1,0,1,0,2,17,24,1.0
576,1,25,0,0,0,0,2,6,0,1.0
577,2,48,0,0,0,0,4,19,4,1.0
